name,street,model,bedrooms,bathrooms,district,region,planning_area,subszone,lat,lng,tenure,built_year,no_of_units,area_size,price
sophia hills,11 mount sophia ,condominium,2.0,1.0,9,central region,rochor,mount emily,1.3003693778486498,103.847286583786,0,2018.0,493.0,560.0,1485000.0
ikigai,shrewsbury road,apartment,2.0,2.0,11,central region,novena,moulmein,1.31790382404123,103.847428354915,1,2008.0,16.0,969.0,1595000.0
dalvey estate,dalvey estate,condominium,2.0,2.0,10,central region,tanglin,nassim,1.31630295042462,103.820262112702,0,2006.5,134.0,735.0,2571800.0
reignwood hamilton scotts,37 scotts road ,apartment,3.0,3.0,9,central region,newton,newton circus,1.31141379857615,103.83596636492202,1,2012.0,56.0,3229.0,14300000.0
kovan residences,kovan road,condominium,2.0,2.0,19,north-east region,hougang,kovan,1.36156729111649,103.885363752044,0,2011.0,521.0,883.0,1452000.0
sengkang grand residences,compassvale bow,apartment,2.0,1.0,19,north-east region,sengkang,compassvale,1.3823880275650702,103.892136541911,0,2016.0,680.0,474.0,939400.0
the palette,pasir ris grove,condominium,3.0,3.0,18,east region,pasir ris,pasir ris central,1.37026590756704,103.945204473783,0,2015.0,892.0,1066.0,1298000.0
cairnhill 16,cairnhill rise,apartment,3.0,3.0,9,central region,newton,cairnhill,1.30851030840347,103.837972449413,1,2015.0,39.0,1055.0,3281300.0
duo residences,fraser street,apartment,1.0,1.0,7,central region,downtown core,bugis,1.29916295967817,103.857859536947,0,2017.0,660.0,646.0,1540000.0
orange grove residences,orange grove road,condominium,3.0,3.0,10,central region,tanglin,nassim,1.3085634238646298,103.826764516528,1,2009.0,60.0,2001.0,5148000.0
riverfront residences,57 hougang avenue 7 ,apartment,3.0,2.0,19,north-east region,hougang,kangkar,1.37068699274846,103.900158771923,0,2015.0,1472.0,872.0,1254000.0
the coterie @ holland,72 holland road ,apartment,1.0,1.0,10,central region,tanglin,tyersall,1.3109120977357,103.804642295068,1,2014.0,36.0,463.0,1320000.0
leedon green,38 leedon heights ,condominium,4.0,3.0,10,central region,bukit timah,farrer court,1.31286882753397,103.802964028408,1,1930.0,638.0,1496.0,4765200.0
boulevard 88,orchard boulevard,apartment,4.0,4.0,10,central region,orchard,tanglin,1.3049543207656202,103.827627471264,1,2010.0,154.0,2766.0,11392900.0
26 newton,newton road,apartment,2.0,2.0,11,central region,novena,moulmein,1.3156928164723998,103.841615456446,1,2016.0,180.0,775.0,1935700.0
the avenir,river valley close,condominium,1.0,1.0,9,central region,river valley,institution hill,1.29474075956073,103.836583709306,1,2014.0,376.0,527.0,1705000.0
the hyde,11 balmoral road ,condominium,2.0,1.0,10,central region,tanglin,nassim,1.31432631656582,103.831065213527,1,1947.5,117.0,678.0,2086700.0
the gazania,9 how sun drive ,condominium,4.0,4.0,19,north-east region,serangoon,upper paya lebar,1.34523800771608,103.878557201884,1,1945.0,250.0,1970.0,4378000.0
chwee chian view,chwee chian view,condominium,2.0,1.0,5,central region,queenstown,pasir panjang 2,1.27956670622159,103.788611269977,0,1930.0,752.0,603.0,1246300.0
cuscaden residences,cuscaden road,condominium,5.0,5.0,10,central region,orchard,tanglin,1.30466347810957,103.826434239291,1,2002.0,150.0,4951.0,12760000.0
26 newton,26 newton road ,apartment,2.0,3.0,11,central region,novena,moulmein,1.3156928164723998,103.841615456446,1,2016.0,180.0,1539.0,3806400.0
avenue south residence,silat avenue,apartment,1.0,1.0,3,central region,bukit merah,kampong tiong bahru,1.2763901192721498,103.830271330171,0,1930.0,1074.0,527.0,1378300.0
woodhaven,71 woodgrove avenue ,condominium,4.0,3.0,25,north region,woodlands,woodgrove,1.42967678934582,103.784067772961,0,2015.0,337.0,3358.0,3289000.0
the panorama,ang mo kio avenue 2,condominium,3.0,3.0,20,north-east region,ang mo kio,kebun bahru,1.3754964123397602,103.833903324716,0,2017.0,698.0,1131.0,2035000.0
forett@bukit timah,32 toh tuck road ,apartment,3.0,2.0,21,central region,bukit timah,anak bukit,1.33990853882395,103.767523150763,1,1930.0,258.0,689.0,1603800.0
nyon,12 amber road ,apartment,3.0,3.0,15,central region,marine parade,marine parade,1.29980838493639,103.898492758597,1,2021.0,92.0,1339.0,3506800.0
amaninda,thomson road,condominium,1.0,1.0,11,central region,novena,malcolm,1.32462490510501,103.841341512332,1,2005.0,70.0,678.0,1188000.0
skyline residences,612 telok blangah road ,condominium,2.0,2.0,4,central region,bukit merah,telok blangah drive,1.2724976215049095,103.807425370143,1,2015.0,283.0,829.0,2068000.0
va residences,9 boon teck road ,apartment,1.0,1.0,12,central region,novena,balestier,1.32672666436714,103.84968009627,1,2016.0,52.0,506.0,880000.0
the quintet,choa chu kang street 64,condominium,3.0,3.0,23,west region,choa chu kang,yew tee,1.39874738449482,103.750531821149,0,2006.0,459.0,1798.0,1815000.0
turquoise,55 cove drive ,condominium,4.0,5.0,4,central region,southern islands,sentosa,1.24244074668808,103.836755078816,0,2010.0,91.0,2433.0,5698000.0
the glades,bedok rise,condominium,1.0,1.0,16,east region,bedok,bedok south,1.32713313560276,103.948931009877,0,2016.0,726.0,474.0,803000.0
summerhill,56 hume avenue ,condominium,3.0,2.0,21,west region,bukit batok,hillview,1.35923411308016,103.766206611726,1,2002.0,406.0,1001.0,1705000.0
the watergardens at canberra,47 canberra drive ,apartment,4.0,4.0,27,north region,sembawang,sembawang springs,1.4401512884871297,103.82780133663,0,1930.0,448.0,1302.0,1881000.0
kopar at newton,4 makeway avenue ,apartment,3.0,3.0,9,central region,novena,moulmein,1.31242688268348,103.841064338246,0,1930.0,378.0,1055.0,2599300.0
the hillford,jalan jurong kechil,apartment,1.0,1.0,21,central region,bukit timah,anak bukit,1.34443545663216,103.769846922912,0,2016.0,281.0,398.0,605000.0
the gazania,how sun drive,condominium,3.0,2.0,19,north-east region,serangoon,upper paya lebar,1.34478691681927,103.878778848783,1,1945.0,250.0,904.0,2060300.0
kovan residences,1 kovan road ,condominium,2.0,2.0,19,north-east region,hougang,kovan,1.36156729111649,103.885363752044,0,2011.0,521.0,883.0,1534500.0
south beach residences,beach road,apartment,2.0,2.0,7,central region,downtown core,city hall,1.29438518375248,103.8560297971,0,2016.0,190.0,1173.0,4716800.0
hyll on holland,89 holland road ,condominium,2.0,1.0,10,central region,bukit timah,leedon park,1.31034080807782,103.802891320917,1,1985.0,319.0,570.0,1814900.0
the verandah residences,pasir panjang road,apartment,3.0,2.0,5,central region,queenstown,pasir panjang 1,1.27960678744377,103.785048203742,1,2021.0,170.0,1033.0,2351800.0
leedon green,leedon heights,condominium,1.0,1.0,10,central region,bukit timah,farrer court,1.31356614088715,103.803217953455,1,1930.0,638.0,474.0,1448700.0
suites @ eastcoast,173 upper east coast road ,condominium,1.0,1.0,15,east region,bedok,frankel,1.3146196512206,103.932237491582,1,2012.0,116.0,409.0,715000.0
nouvel 18,18 anderson road ,condominium,5.0,4.0,10,central region,newton,orange grove,1.31083945362027,103.828325367461,1,2014.0,156.0,2476.0,7892500.0
waterbay,edgefield plains,executive condominium,4.0,3.0,19,north-east region,punggol,punggol field,1.40097084130153,103.907669080474,0,2016.0,383.0,1432.0,1648900.0
the tate residences,claymore road,condominium,4.0,6.0,9,central region,newton,orange grove,1.30797486539571,103.830325471683,1,2009.0,85.0,3229.0,11000000.0
normanton park,normanton park,apartment,5.0,4.0,5,central region,queenstown,kent ridge,1.28749505390492,103.793610594541,0,1930.0,1862.0,1615.0,3226300.0
sengkang grand residences,72 compassvale bow ,apartment,3.0,2.0,19,north-east region,sengkang,compassvale,1.38212732205044,103.892489636473,0,2015.0,680.0,1012.0,1856800.0
the lumos,leonie hill,apartment,4.0,5.0,9,central region,river valley,leonie hill,1.29906600768056,103.832068608699,1,2011.0,53.0,5929.0,13860000.0
parc rosewood,rosewood drive,condominium,3.0,2.0,25,north region,woodlands,woodgrove,1.4286858371232598,103.785732891763,0,2014.0,689.0,1765.0,1518000.0
normanton park,57 normanton park ,apartment,3.0,2.0,5,central region,queenstown,kent ridge,1.28670074148056,103.790979496973,0,1930.0,1862.0,936.0,1818300.0
kopar at newton,8 makeway avenue ,apartment,3.0,2.0,9,central region,novena,moulmein,1.31273110891936,103.840805628022,0,1930.0,378.0,915.0,2554200.0
fulcrum,fort road,condominium,2.0,2.0,15,central region,kallang,tanjong rhu,1.29868831359876,103.884853403453,1,2016.0,128.0,678.0,1870000.0
avenue south residence,13 silat avenue ,apartment,3.0,2.0,3,central region,bukit merah,kampong tiong bahru,1.2767486020566698,103.829703394306,0,1930.0,1074.0,947.0,2293500.0
fulcrum,33 fort road ,condominium,2.0,2.0,15,central region,kallang,tanjong rhu,1.29868831359876,103.884853403453,1,2016.0,128.0,1173.0,2640000.0
parkview apartments,bukit batok street 25,apartment,3.0,2.0,23,west region,bukit batok,bukit batok south,1.3409352013631102,103.76066764737,0,1998.0,532.0,1087.0,1098900.0
mooi residences,139 holland road ,apartment,3.0,2.0,10,central region,bukit timah,leedon park,1.31257730599051,103.79835625246,1,1930.0,24.0,990.0,2813800.0
parc clematis,jalan lempeng,apartment,5.0,4.0,5,west region,clementi,faber,1.31710645052527,103.758947292195,0,1930.0,1468.0,1711.0,2860000.0
the reef at king’s dock,6 harbourfront avenue ,condominium,3.0,2.0,4,central region,bukit merah,maritime square,1.26536479952555,103.817366011809,0,1960.0,429.0,1076.0,2970000.0
turquoise,51 cove drive ,condominium,5.0,5.0,4,central region,southern islands,sentosa,1.2429639958111298,103.83710621358802,0,2010.0,91.0,2400.0,5004500.0
la fiesta,sengkang square,condominium,3.0,2.0,19,north-east region,sengkang,sengkang town centre,1.3896154541698602,103.895880315991,0,2016.0,810.0,893.0,1430000.0
the gazania,15 how sun drive ,condominium,2.0,1.0,19,north-east region,serangoon,upper paya lebar,1.34545551764895,103.879202068817,1,1945.0,250.0,624.0,1472900.0
the crest,prince charles crescent,condominium,3.0,3.0,3,central region,bukit merah,alexandra north,1.29269478978815,103.820411467009,0,2017.0,469.0,1356.0,2766500.0
meyerhouse,meyer road,condominium,4.0,6.0,15,central region,marine parade,mountbatten,1.2983271637053,103.893447598793,1,2021.0,56.0,3305.0,8956200.0
perfect ten,bukit timah road,apartment,3.0,2.0,10,central region,tanglin,nassim,1.31722941395448,103.832485988891,1,2008.0,230.0,1227.0,4400000.0
marina one residences,23 marina way ,apartment,3.0,2.0,1,central region,downtown core,central subzone,1.2772242561628302,103.853694940241,0,2017.0,1042.0,1173.0,2840000.0
amber park,18 amber gardens ,condominium,5.0,4.0,15,central region,marine parade,marine parade,1.30037788649789,103.899209385261,1,1986.0,592.0,2142.0,5646300.0
the gazania,15 how sun drive ,condominium,4.0,4.0,19,north-east region,serangoon,upper paya lebar,1.34545551764895,103.879202068817,1,1945.0,250.0,1281.0,2836900.0
lumiere,2 mistri road ,apartment,2.0,1.0,2,central region,downtown core,tanjong pagar,1.27426245685335,103.846025087372,0,2010.0,168.0,678.0,1465400.0
trevose crescent,13 trevose crescent ,condominium,4.0,4.0,11,central region,novena,dunearn,1.32300667838182,103.823171421795,1,2013.0,100.0,3164.0,7150000.0
the m,middle road,condominium,1.0,1.0,7,central region,downtown core,bugis,1.29751049338808,103.856297302855,0,1930.0,522.0,409.0,1045000.0
archipelago,533 bedok reservoir road ,condominium,5.0,4.0,16,east region,bedok,bedok reservoir,1.33855813353427,103.920919428379,0,2015.0,577.0,3079.0,3188900.0
cyan,8 keng chin road ,condominium,3.0,3.0,10,central region,tanglin,nassim,1.31724757482167,103.829972599976,1,2014.0,278.0,2949.0,8665000.0
royalgreen,anamalai avenue,condominium,2.0,2.0,10,central region,bukit timah,holland road,1.33161839267294,103.794252400987,1,2021.0,285.0,667.0,1887600.0
sloane residences,balmoral road,apartment,3.0,3.0,10,central region,tanglin,nassim,1.31568887219293,103.832317948898,1,2021.0,52.0,1249.0,3839000.0
24 one residences,pasir panjang road,apartment,2.0,2.0,5,central region,queenstown,pasir panjang 1,1.28018119780699,103.784824737346,1,2019.0,24.0,624.0,1430000.0
riverfront residences,51 hougang avenue 7 ,apartment,1.0,1.0,19,north-east region,hougang,kangkar,1.3721485750930602,103.89987471794,0,2015.0,1472.0,463.0,768900.0
grandeur park residences,bedok south avenue 3,condominium,3.0,2.0,16,east region,bedok,bedok south,1.32582135495427,103.944919226615,0,2020.0,720.0,667.0,1353000.0
corals at keppel bay,keppel bay drive,condominium,4.0,4.0,4,central region,bukit merah,maritime square,1.26489010829928,103.816454088109,0,2016.0,366.0,2723.0,9680000.0
sims urban oasis,12 sims drive ,condominium,1.0,1.0,14,central region,geylang,aljunied,1.32007644101938,103.881231499851,0,2017.0,1024.0,484.0,878900.0
neu at novena,27 moulmein rise ,apartment,4.0,4.0,11,central region,novena,moulmein,1.31961486592659,103.845969245127,1,1799.0,87.0,1302.0,3300000.0
one duchess,duchess road,apartment,2.0,2.0,10,central region,bukit timah,coronation road,1.32483349335708,103.808382077332,1,2017.0,13.0,775.0,1769800.0
26 newton,26 newton road ,apartment,2.0,1.0,11,central region,novena,moulmein,1.3156928164723998,103.841615456446,1,2016.0,180.0,474.0,1265000.0
park infinia at wee nam,6a lincoln road ,condominium,2.0,2.0,11,central region,novena,moulmein,1.31521267865456,103.843547573739,1,2008.0,486.0,969.0,2750000.0
the interweave,kim keat road,apartment,2.0,1.0,12,central region,novena,balestier,1.32538080526177,103.853111878947,1,2014.0,169.0,689.0,1188000.0
haus on handy,handy road,condominium,2.0,1.0,9,central region,museum,dhoby ghaut,1.29987982178361,103.846414189196,0,2014.0,188.0,689.0,1947000.0
the peak @ cairnhill i,cairnhill circle,apartment,1.0,1.0,9,central region,newton,cairnhill,1.30819265200559,103.838374549594,1,2014.0,52.0,592.0,1650000.0
the avenir,8 river valley close ,condominium,1.0,1.0,9,central region,river valley,institution hill,1.29474075956073,103.836583709306,1,2011.0,376.0,527.0,1705000.0
parc somme,somme road,apartment,2.0,2.0,8,central region,kallang,lavender,1.3113568841101002,103.858599024436,0,2012.0,30.0,840.0,1518000.0
clementi park,sunset way,condominium,4.0,4.0,21,west region,clementi,sunset way,1.32798294795089,103.766368712851,1,1986.0,489.0,6017.0,8580000.0
zyanya,lorong 25a geylang,apartment,2.0,2.0,14,central region,geylang,aljunied,1.31391724536932,103.883271343775,1,1930.0,34.0,646.0,1313400.0
belle vue residences,oxley walk,condominium,3.0,3.0,9,central region,river valley,oxley,1.29659578899507,103.842393872828,1,2010.0,176.0,3552.0,5610000.0
marina bay suites,3 central boulevard ,condominium,3.0,3.0,1,central region,downtown core,central subzone,1.28034497999593,103.852143277672,0,2013.0,221.0,1625.0,4378000.0
novena regency,277 thomson road ,apartment,1.0,1.0,11,central region,novena,moulmein,1.3208582417443102,103.841790678702,1,2015.0,55.0,452.0,1375000.0
nouvel 18,18 anderson road ,condominium,2.0,2.0,10,central region,newton,orange grove,1.31083945362027,103.828325367461,1,2014.0,156.0,1335.0,4417600.0
the scotts tower,scotts road,condominium,2.0,2.0,9,central region,newton,cairnhill,1.30999017846252,103.835499682233,0,2016.0,231.0,807.0,2297800.0
the coast at sentosa cove,ocean drive,condominium,3.0,3.0,4,central region,southern islands,sentosa,1.24678687668364,103.844402093991,0,2009.0,249.0,2820.0,7480000.0
stars of kovan,986 upper serangoon road ,apartment,2.0,2.0,19,north-east region,hougang,lorong ah soo,1.36160652881797,103.887462757659,0,2019.0,395.0,764.0,1307800.0
reflections at keppel bay,keppel bay view,condominium,3.0,2.0,4,central region,bukit merah,maritime square,1.26816216653267,103.814379904552,0,2011.0,1129.0,1324.0,2420000.0
spottiswoode 18,18 spottiswoode park road ,apartment,2.0,2.0,2,central region,bukit merah,everton park,1.27559528527257,103.837559859708,1,2014.0,251.0,657.0,1540000.0
the oliv,11c balmoral road ,apartment,4.0,5.0,10,central region,tanglin,nassim,1.31483629325537,103.831578486871,1,2013.0,23.0,3337.0,11770000.0
robin residences,robin drive,condominium,3.0,4.0,10,central region,tanglin,nassim,1.3184692021333202,103.828143736822,1,2015.0,134.0,1378.0,3487000.0
verdale,de souza avenue,apartment,3.0,2.0,21,central region,bukit timah,anak bukit,1.34569360134293,103.769862628576,0,1960.0,258.0,1001.0,1936100.0
clavon,clementi avenue 1,apartment,3.0,2.0,5,west region,clementi,clementi woods,1.30891243803731,103.76705513582,0,1930.0,640.0,1130.0,2227500.0
v on shenton,shenton way,apartment,4.0,3.0,1,central region,downtown core,cecil,1.27708340707631,103.849181343548,0,2017.0,510.0,1765.0,4822400.0
mayfair modern,2 rifle range road ,condominium,1.0,1.0,21,central region,bukit timah,swiss club,1.33718821380367,103.781736456,0,1975.5,171.0,517.0,1274900.0
normanton park,49 normanton park ,apartment,1.0,1.0,5,central region,queenstown,kent ridge,1.2863091960681798,103.792702828649,0,1930.0,1862.0,527.0,1097700.0
verdale,2 de souza avenue ,apartment,3.0,2.0,21,central region,bukit timah,anak bukit,1.34569360134293,103.769862628576,0,1960.0,258.0,947.0,1540000.0
tedge,328 changi road ,apartment,4.0,3.0,14,east region,bedok,frankel,1.3180672677588998,103.908811491066,1,1960.0,42.0,1184.0,1540000.0
orchard court,oxley road,apartment,4.0,2.0,9,central region,river valley,oxley,1.2986681768518,103.841687375699,0,1970.0,96.0,1452.0,2255000.0
north park residences,yishun central 1,apartment,2.0,2.0,27,north region,yishun,yishun central,1.4271730204268198,103.836266579618,0,2018.0,920.0,700.0,1353000.0
the trilinq,28b jalan lempeng ,condominium,4.0,4.0,5,west region,clementi,faber,1.3186313361316202,103.761137161089,0,2017.0,755.0,3961.0,4400000.0
parc greenwich,fernvale lane,executive condominium,4.0,3.0,28,north-east region,sengkang,fernvale,1.38915074349074,103.870336091468,0,2016.0,496.0,1206.0,1320000.0
rivergate,robertson quay,apartment,4.0,4.0,9,central region,singapore river,robertson quay,1.29173359502464,103.836971346231,1,2009.0,545.0,1894.0,5720000.0
the amston,130 hillview avenue ,apartment,3.0,2.0,23,west region,bukit batok,hillview,1.3568217900263402,103.760463994003,1,1998.0,52.0,1313.0,2090000.0
dairy farm residences,dairy farm lane,apartment,2.0,1.0,23,west region,bukit panjang,dairy farm,1.3655707838852,103.77504908361,0,1930.0,460.0,624.0,1060400.0
sennett residence,35 pheng geck avenue ,condominium,2.0,2.0,13,central region,toa payoh,sennett,1.3312565928366498,103.869619867801,0,2016.0,332.0,893.0,1518000.0
the lumos,9 leonie hill ,apartment,3.0,3.0,9,central region,river valley,leonie hill,1.29906600768056,103.832068608699,1,2011.0,53.0,1754.0,4416500.0
goldhill towers,38 goldhill avenue ,apartment,4.0,3.0,11,central region,novena,malcolm,1.3206342788898502,103.833512083526,1,1989.0,50.0,1550.0,3410000.0
the draycott,draycott park,apartment,2.0,2.0,10,central region,newton,orange grove,1.31097754748906,103.831476255591,1,1980.0,132.0,731.0,2455900.0
one pearl bank,pearl bank,apartment,3.0,3.0,3,central region,outram,pearl's hill,1.2829614865958898,103.839814598308,0,1930.0,774.0,1098.0,2752200.0
marina one residences,marina way,apartment,3.0,2.0,1,central region,downtown core,central subzone,1.27671498507474,103.853326932298,0,2017.0,1042.0,1173.0,2970000.0
new futura,18 leonie hill road ,condominium,3.0,3.0,9,central region,river valley,leonie hill,1.29812444550056,103.834066449377,1,2017.0,124.0,1830.0,5817800.0
tre residences,geylang east avenue 1,condominium,3.0,2.0,14,central region,geylang,aljunied,1.31721501497667,103.884668916461,0,2018.0,250.0,861.0,1460800.0
the nautical,jalan sendudok,condominium,2.0,2.0,27,north region,sembawang,sembawang springs,1.44363473207597,103.825253279684,0,2015.0,435.0,764.0,1053800.0
mooi residences,139 holland road ,apartment,3.0,2.0,10,central region,bukit timah,leedon park,1.31257730599051,103.79835625246,1,1930.0,24.0,850.0,2351800.0
amber park,amber gardens,condominium,5.0,4.0,15,central region,marine parade,marine parade,1.3004682373456,103.899919640176,1,1986.0,592.0,2142.0,5280000.0
clarke quay,clarke quay,condominium,4.0,4.0,6,central region,singapore river,clarke quay,1.28924403038577,103.841983926044,0,1970.0,696.0,1959.0,5768400.0
nouvel 18,18 anderson road ,condominium,4.0,5.0,10,central region,newton,orange grove,1.31083945362027,103.828325367461,1,2014.0,156.0,2820.0,10322400.0
the lilium,33 how sun road ,condominium,5.0,4.0,19,north-east region,serangoon,upper paya lebar,1.3455376872680402,103.881006170094,1,2021.0,80.0,1915.0,3793100.0
onze @ tanjong pagar,11 kee seng street ,apartment,4.0,2.0,2,central region,outram,chinatown,1.27484974836861,103.842184815618,1,2017.0,56.0,1044.0,2695000.0
the vermont on cairnhill,cairnhill rise,apartment,4.0,4.0,9,central region,newton,cairnhill,1.30859093723545,103.838674160874,1,2013.0,158.0,1711.0,4950000.0
eight riversuites,34 whampoa east ,condominium,3.0,2.0,12,central region,kallang,bendemeer,1.32174735065898,103.864568375373,0,2016.0,862.0,936.0,1428900.0
eden residences capitol,11 stamford road ,apartment,4.0,2.0,6,central region,downtown core,city hall,1.29298775382221,103.851046829843,0,2016.0,39.0,3057.0,12324400.0
scotts square,8 scotts road ,apartment,1.0,1.0,9,central region,orchard,boulevard,1.30579942966172,103.833074706219,1,2011.0,338.0,635.0,2428600.0
forett@bukit timah,32 toh tuck road ,apartment,1.0,1.0,21,central region,bukit timah,anak bukit,1.33990853882395,103.767523150763,1,1930.0,258.0,474.0,1071400.0
north park residences,yishun central 1,apartment,2.0,2.0,27,north region,yishun,yishun central,1.4271730204268198,103.836266579618,0,2018.0,920.0,872.0,1650000.0
spottiswoode park,spottiswoode park road,apartment,3.0,2.0,2,central region,bukit merah,everton park,1.2769013521682602,103.837179181108,0,1970.0,251.0,850.0,1023000.0
the trilinq,28a jalan lempeng ,condominium,4.0,3.0,5,west region,clementi,faber,1.31882205054253,103.761925431231,0,2017.0,755.0,3875.0,4620000.0
changi green,upper changi road east,condominium,2.0,3.0,16,east region,tampines,xilin,1.3447711497209298,103.963820610847,1,1998.0,256.0,1001.0,1215500.0
dairy farm residences,6 dairy farm lane ,apartment,2.0,2.0,23,west region,bukit panjang,dairy farm,1.36630264684358,103.774501564913,0,1930.0,460.0,710.0,1289300.0
bishopsgate residences,bishopsgate,condominium,4.0,5.0,10,central region,tanglin,chatsworth,1.2984340703381398,103.824518766243,1,2012.0,31.0,2949.0,12980000.0
okio,balestier road,apartment,1.0,1.0,12,central region,novena,balestier,1.32213331175281,103.85321681525998,1,2015.0,104.0,431.0,822800.0
canninghill piers,canninghill piers,apartment,1.0,1.0,6,central region,singapore river,clarke quay,1.2914248297393,103.844383363038,0,1970.0,696.0,409.0,1351800.0
oue twin peaks,leonie hill road,condominium,1.0,1.0,9,central region,river valley,leonie hill,1.29916779999053,103.83342756799,0,2015.0,462.0,549.0,1848000.0
mandalay towers,mandalay road,apartment,4.0,5.0,11,central region,novena,balestier,1.32356017570747,103.849109072916,1,1974.0,56.0,2508.0,5368000.0
leedon green,leedon heights,condominium,1.0,1.0,10,central region,bukit timah,farrer court,1.31356614088715,103.803217953455,1,1930.0,638.0,474.0,1320000.0
normanton park,normanton park,apartment,5.0,3.0,5,central region,queenstown,kent ridge,1.28749505390492,103.793610594541,0,1930.0,1862.0,1615.0,3149300.0
saint patrick's road,saint patrick's road,apartment,4.0,4.0,15,east region,bedok,frankel,1.30765010017651,103.90977191174,1,2016.0,186.0,3423.0,4716800.0
shenton way,5 shenton way ,apartment,2.0,2.0,1,central region,downtown core,cecil,1.2774736076471398,103.849418557895,0,2017.0,1042.0,1151.0,2387000.0
26 newton,26 newton road ,apartment,2.0,2.0,11,central region,novena,moulmein,1.3156928164723998,103.841615456446,1,2016.0,180.0,775.0,1942300.0
8@woodleigh,woodleigh close,condominium,3.0,2.0,13,central region,toa payoh,woodleigh,1.33591796463135,103.869688700669,0,2012.0,330.0,1292.0,2021800.0
the m,middle road,apartment,1.0,1.0,7,central region,downtown core,bugis,1.29751049338808,103.856297302855,0,1930.0,522.0,484.0,1414600.0
canninghill piers,5 clarke quay ,apartment,4.0,3.0,6,central region,singapore river,clarke quay,1.2915409957110902,103.845055592062,0,1970.0,696.0,1948.0,5866300.0
north park residences,15 yishun central 1 ,apartment,2.0,1.0,27,north region,yishun,yishun central,1.42866319767121,103.835828704052,0,2018.0,920.0,549.0,1064800.0
mon jervois,47 jervois road ,condominium,3.0,3.0,10,central region,tanglin,chatsworth,1.2938490755616598,103.821581749873,0,2016.0,109.0,2626.0,4290000.0
sengkang grand residences,compassvale bow,apartment,3.0,2.0,19,north-east region,sengkang,compassvale,1.3823880275650702,103.892136541911,0,2016.0,680.0,1012.0,1854600.0
brookvale drive,brookvale drive,condominium,2.0,1.0,21,west region,clementi,sunset way,1.33102936528877,103.767519926051,1,1930.0,660.0,700.0,1361800.0
kopar at newton,makeway avenue,apartment,1.0,1.0,9,central region,novena,moulmein,1.31242688268348,103.841064338246,0,1930.0,378.0,517.0,1373900.0
reflections at keppel bay,1 keppel bay view ,condominium,5.0,5.0,4,central region,bukit merah,maritime square,1.26816216653267,103.814379904552,0,2011.0,1129.0,13293.0,74800000.0
cliveden at grange,108 grange road ,condominium,4.0,4.0,10,central region,river valley,one tree hill,1.29973842527722,103.825868093023,1,2011.0,110.0,2842.0,10472800.0
clydes residence,mergui road,apartment,1.0,1.0,8,central region,kallang,kampong java,1.31734941207477,103.852212921601,1,2005.0,48.0,549.0,935000.0
waterbank at dakota,dakota crescent,condominium,2.0,1.0,14,central region,geylang,aljunied,1.30665815996221,103.888087858364,0,2013.0,616.0,624.0,1188000.0
spottiswoode residences,48 spottiswoode park road ,condominium,2.0,2.0,2,central region,bukit merah,everton park,1.27527115223131,103.83683222505,1,2013.0,351.0,915.0,2310000.0
sennett residence,pheng geck avenue,condominium,2.0,1.0,13,central region,toa payoh,sennett,1.3305813695676798,103.869367354703,0,2016.0,332.0,872.0,1408000.0
lumiere,mistri road,apartment,1.0,1.0,2,central region,downtown core,tanjong pagar,1.27426245685335,103.846025087372,0,2010.0,168.0,624.0,1270500.0
apleton view,sinaran drive,apartment,3.0,3.0,11,central region,novena,moulmein,1.31906972390327,103.846101471001,1,2003.0,37.0,1853.0,3289000.0
kim keat house,60 kim keat road ,apartment,3.0,2.0,12,central region,novena,balestier,1.3253776652303,103.854016025818,1,1999.0,27.0,1088.0,1375000.0
kallang riverside,51 kampong bugis ,apartment,4.0,5.0,12,central region,kallang,kampong bugis,1.30710474181654,103.867087818477,1,2018.0,212.0,3154.0,14300000.0
d'leedon,leedon heights,condominium,4.0,4.0,10,central region,bukit timah,farrer court,1.3160902186364198,103.802300019532,0,2014.0,1715.0,2110.0,4290000.0
the woodleigh residences,13 bidadari park drive ,apartment,3.0,2.0,13,central region,toa payoh,bidadari,1.33821440339182,103.87208996414302,0,1960.0,667.0,850.0,1941500.0
the clift,21 mccallum street ,apartment,1.0,1.0,1,central region,downtown core,cecil,1.27940014288617,103.847329579148,0,2011.0,312.0,775.0,2384900.0
duo residences,1 fraser street ,apartment,4.0,3.0,7,central region,downtown core,bugis,1.29916295967817,103.857859536947,0,2017.0,660.0,1722.0,5720000.0
alba,8 cairnhill rise ,apartment,5.0,5.0,9,central region,newton,cairnhill,1.3074153524008705,103.83971731014,1,2015.0,50.0,6437.0,29222000.0
south beach residences,28 beach road ,apartment,2.0,2.0,7,central region,downtown core,city hall,1.29438518375248,103.8560297971,0,2016.0,190.0,968.0,3730800.0
river place,60 havelock road ,condominium,4.0,3.0,3,central region,singapore river,robertson quay,1.2896097164683,103.841276389346,0,1999.0,492.0,2110.0,3504300.0
the landmark,173 chin swee road ,condominium,3.0,3.0,3,central region,outram,pearl's hill,1.28617084485828,103.839567626644,0,2020.0,396.0,1076.0,2420000.0
isuites @ tani,2 jalan tani ,apartment,1.0,1.0,19,north-east region,hougang,kovan,1.36584849907494,103.884856327883,1,2012.0,20.0,452.0,682000.0
